調教師,race_pace,件数,勝率,複勝率
茶木太樹,標準〜やや上がり,51,0.037037037037037035,0.14814814814814814
崎山博樹,標準〜やや上がり,34,0.0,0.14285714285714285
飯田雄三,標準〜やや上がり,169,0.056818181818181816,0.14204545454545456
粕谷昌央,標準〜やや上がり,145,0.04,0.14
青木孝文,標準〜やや上がり,175,0.03333333333333333,0.1388888888888889
高橋裕,標準〜やや上がり,176,0.03783783783783784,0.13513513513513514
菊川正達,標準〜やや上がり,230,0.04219409282700422,0.1350210970464135
竹内正洋,標準〜やや上がり,134,0.022222222222222223,0.13333333333333333
伊藤伸一,標準〜やや上がり,129,0.044444444444444446,0.13333333333333333
小林真也,標準〜やや上がり,50,0.05660377358490566,0.1320754716981132
坂口智康,標準〜やや上がり,66,0.028985507246376812,0.13043478260869565
小島太,標準〜やや上がり,60,0.03225806451612903,0.12903225806451613
石毛善彦,標準〜やや上がり,162,0.04395604395604396,0.12637362637362637
佐藤吉勝,標準〜やや上がり,110,0.008849557522123894,0.12389380530973451
堀井雅広,標準〜やや上がり,185,0.061855670103092786,0.12371134020618557
福島信晴,標準〜やや上がり,39,0.024390243902439025,0.12195121951219512
目野哲也,標準〜やや上がり,30,0.06060606060606061,0.12121212121212122
鈴木慎太,標準〜やや上がり,57,0.034482758620689655,0.1206896551724138
蛯名利弘,標準〜やや上がり,155,0.018072289156626505,0.12048192771084337
高市圭二,標準〜やや上がり,124,0.03007518796992481,0.12030075187969924
大江原哲,標準〜やや上がり,136,0.035211267605633804,0.11971830985915492
飯田祐史,標準〜やや上がり,117,0.016666666666666666,0.11666666666666667
高橋義博,標準〜やや上がり,58,0.016666666666666666,0.11666666666666667
星野忍,標準〜やや上がり,69,0.028985507246376812,0.11594202898550725
松山将樹,標準〜やや上がり,118,0.032520325203252036,0.11382113821138211
加藤和宏,標準〜やや上がり,119,0.016666666666666666,0.10833333333333334
勢司和浩,標準〜やや上がり,146,0.013513513513513514,0.10810810810810811
作田誠二,標準〜やや上がり,54,0.03571428571428571,0.10714285714285714
藤沢則雄,標準〜やや上がり,92,0.021052631578947368,0.10526315789473684
谷潔,標準〜やや上がり,157,0.037037037037037035,0.10493827160493827
南田美知,標準〜やや上がり,144,0.006535947712418301,0.10457516339869281
小桧山悟,標準〜やや上がり,233,0.028112449799196786,0.10441767068273092
土田稔,標準〜やや上がり,125,0.03968253968253968,0.10317460317460317
柴田政人,標準〜やや上がり,57,0.01694915254237288,0.1016949152542373
的場均,標準〜やや上がり,99,0.03,0.1
西橋豊治,標準〜やや上がり,118,0.016129032258064516,0.0967741935483871
石栗龍彦,標準〜やや上がり,85,0.023529411764705882,0.09411764705882353
根本康広,標準〜やや上がり,146,0.0196078431372549,0.0915032679738562
村田一誠,標準〜やや上がり,33,0.0,0.09090909090909091
畑端省吾,標準〜やや上がり,48,0.0,0.08163265306122448
伊藤正徳,標準〜やや上がり,60,0.03225806451612903,0.08064516129032258
本間忍,標準〜やや上がり,109,0.03571428571428571,0.08035714285714286
伊坂重信,標準〜やや上がり,50,0.0392156862745098,0.0784313725490196
天間昭一,標準〜やや上がり,156,0.024242424242424242,0.07272727272727272
服部利之,標準〜やや上がり,107,0.008695652173913044,0.06956521739130435
萱野浩二,標準〜やや上がり,172,0.016853932584269662,0.06179775280898876
加藤敬二,標準〜やや上がり,50,0.02,0.06
浅野洋一,標準〜やや上がり,55,0.017543859649122806,0.05263157894736842
古賀史生,標準〜やや上がり,82,0.024096385542168676,0.04819277108433735
堀内岳志,標準〜やや上がり,43,0.02127659574468085,0.0425531914893617
