騎手,場所,芝・ダ,距離,ペース型,騎乗数,勝利数,複勝数,平均着順,平均4角率,勝率,複勝率
坂井瑠星,中京,ダ,1200,ハイ/持続,24,3,10,7.333333333333333,0.5609699328449328,12.5,41.66666666666667
斎藤新,中京,ダ,1200,ハイ/持続,23,2,9,6.565217391304348,0.5266291679335158,8.695652173913043,39.130434782608695
藤岡康太,中京,ダ,1200,ハイ/持続,29,6,11,6.068965517241379,0.3590075154730327,20.689655172413794,37.93103448275862
松山弘平,中京,ダ,1200,ハイ/持続,55,10,20,5.636363636363637,0.367206202888021,18.181818181818183,36.36363636363637
西村淳也,中京,ダ,1200,ハイ/持続,28,2,10,6.928571428571429,0.37639652014652014,7.142857142857142,35.714285714285715
岩田望来,中京,ダ,1200,ハイ/持続,39,3,13,6.589743589743589,0.4577430048583895,7.6923076923076925,33.33333333333333
福永祐一,中京,ダ,1200,ハイ/持続,25,3,8,7.8,0.40209523809523806,12.0,32.0
国分恭介,中京,ダ,1200,ハイ/持続,28,0,8,7.428571428571429,0.7148809523809524,0.0,28.57142857142857
岩田康誠,中京,ダ,1200,ハイ/持続,21,0,6,7.333333333333333,0.6262291280148423,0.0,28.57142857142857
和田竜二,中京,ダ,1200,ハイ/持続,47,4,13,7.0638297872340425,0.3737715298885512,8.51063829787234,27.659574468085108
秋山真一,中京,ダ,1200,ハイ/持続,24,2,6,6.916666666666667,0.53963310994561,8.333333333333332,25.0
小沢大仁,中京,ダ,1200,ハイ/持続,29,5,7,8.689655172413794,0.48826417835038527,17.24137931034483,24.137931034482758
幸英明,中京,ダ,1200,ハイ/持続,59,4,14,7.677966101694915,0.44593266902588935,6.779661016949152,23.728813559322035
松若風馬,中京,ダ,1200,ハイ/持続,47,3,10,7.48936170212766,0.4251120333567142,6.382978723404255,21.27659574468085
鮫島克駿,中京,ダ,1200,ハイ/持続,43,3,9,8.511627906976743,0.46462975009486635,6.976744186046512,20.930232558139537
富田暁,中京,ダ,1200,ハイ/持続,33,0,6,8.363636363636363,0.38474442224442224,0.0,18.181818181818183
団野大成,中京,ダ,1200,ハイ/持続,32,1,5,9.125,0.5025025755494505,3.125,15.625
菱田裕二,中京,ダ,1200,ハイ/持続,33,3,5,8.636363636363637,0.598989898989899,9.090909090909092,15.151515151515152
森裕太朗,中京,ダ,1200,ハイ/持続,20,3,3,7.35,0.5452289377289377,15.0,15.0
川須栄彦,中京,ダ,1200,ハイ/持続,34,3,5,8.264705882352942,0.5167430608607079,8.823529411764707,14.705882352941178
亀田温心,中京,ダ,1200,ハイ/持続,23,1,3,9.391304347826088,0.47693701226309926,4.3478260869565215,13.043478260869565
太宰啓介,中京,ダ,1200,ハイ/持続,23,2,3,8.521739130434783,0.7358436853002069,8.695652173913043,13.043478260869565
永島まな,中京,ダ,1200,ハイ/持続,31,0,4,9.580645161290322,0.516521784666946,0.0,12.903225806451612
中井裕二,中京,ダ,1200,ハイ/持続,24,2,3,7.666666666666667,0.4915610431235431,8.333333333333332,12.5
吉田隼人,中京,ダ,1200,ハイ/持続,32,2,4,9.1875,0.45214798222610725,6.25,12.5
国分優作,中京,ダ,1200,ハイ/持続,24,2,3,9.208333333333334,0.48047161172161174,8.333333333333332,12.5
荻野極,中京,ダ,1200,ハイ/持続,24,1,3,9.333333333333334,0.5374684343434343,4.166666666666666,12.5
角田大和,中京,ダ,1200,ハイ/持続,26,1,3,9.692307692307692,0.4749753451676529,3.8461538461538463,11.538461538461538
酒井学,中京,ダ,1200,ハイ/持続,37,1,1,9.324324324324325,0.531093906093906,2.7027027027027026,2.7027027027027026
泉谷楓真,中京,ダ,1200,ハイ/持続,21,0,0,9.19047619047619,0.5319083694083694,0.0,0.0
鮫島克駿,中京,ダ,1400,やや速い,23,0,8,7.043478260869565,0.4512422360248447,0.0,34.78260869565217
福永祐一,中京,ダ,1400,ハイ/持続,49,15,27,4.387755102040816,0.37412069223293715,30.612244897959183,55.10204081632652
川田将雅,中京,ダ,1400,ハイ/持続,62,14,32,4.419354838709677,0.40736219425735554,22.58064516129032,51.61290322580645
松山弘平,中京,ダ,1400,ハイ/持続,99,21,40,5.696969696969697,0.3896615029190787,21.21212121212121,40.4040404040404
Ｍ．デム,中京,ダ,1400,ハイ/持続,33,6,12,5.606060606060606,0.4137595989868717,18.181818181818183,36.36363636363637
武豊,中京,ダ,1400,ハイ/持続,51,6,18,6.176470588235294,0.40574539839245716,11.76470588235294,35.294117647058826
坂井瑠星,中京,ダ,1400,ハイ/持続,42,3,13,7.166666666666667,0.5171096760382474,7.142857142857142,30.952380952380953
藤岡佑介,中京,ダ,1400,ハイ/持続,26,2,8,5.961538461538462,0.5702148812725736,7.6923076923076925,30.76923076923077
吉田隼人,中京,ダ,1400,ハイ/持続,64,4,19,6.984375,0.4436022311022311,6.25,29.6875
幸英明,中京,ダ,1400,ハイ/持続,87,8,24,8.080459770114942,0.4447704275290482,9.195402298850574,27.586206896551722
池添謙一,中京,ダ,1400,ハイ/持続,29,2,8,7.413793103448276,0.4355869705007636,6.896551724137931,27.586206896551722
横山武史,中京,ダ,1400,ハイ/持続,23,4,6,7.739130434782608,0.6550684822423953,17.391304347826086,26.08695652173913
北村友一,中京,ダ,1400,ハイ/持続,54,2,14,7.518518518518518,0.5307644002088446,3.7037037037037033,25.925925925925924
中井裕二,中京,ダ,1400,ハイ/持続,35,3,9,8.657142857142857,0.4864213167784596,8.571428571428571,25.71428571428571
岩田望来,中京,ダ,1400,ハイ/持続,60,4,15,7.066666666666666,0.4478019665519665,6.666666666666667,25.0
荻野極,中京,ダ,1400,ハイ/持続,57,6,14,7.631578947368421,0.44863231310599727,10.526315789473683,24.561403508771928
泉谷楓真,中京,ダ,1400,ハイ/持続,26,2,6,7.846153846153846,0.5725274725274725,7.6923076923076925,23.076923076923077
鮫島克駿,中京,ダ,1400,ハイ/持続,74,4,16,7.581081081081081,0.47973383598383595,5.405405405405405,21.62162162162162
斎藤新,中京,ダ,1400,ハイ/持続,45,1,9,7.888888888888889,0.460985865985866,2.2222222222222223,20.0
永島まな,中京,ダ,1400,ハイ/持続,27,1,5,8.592592592592593,0.4740142573475907,3.7037037037037033,18.51851851851852
団野大成,中京,ダ,1400,ハイ/持続,45,3,8,8.28888888888889,0.39619454619454625,6.666666666666667,17.77777777777778
丸山元気,中京,ダ,1400,ハイ/持続,34,3,6,7.323529411764706,0.49013951734539973,8.823529411764707,17.647058823529413
太宰啓介,中京,ダ,1400,ハイ/持続,51,2,9,8.392156862745098,0.640995115995116,3.9215686274509802,17.647058823529413
加藤祥太,中京,ダ,1400,ハイ/持続,23,0,4,9.73913043478261,0.4925983436853002,0.0,17.391304347826086
和田竜二,中京,ダ,1400,ハイ/持続,65,6,11,7.584615384615384,0.4159291349675965,9.230769230769232,16.923076923076923
松若風馬,中京,ダ,1400,ハイ/持続,83,6,14,8.457831325301205,0.5036420406902334,7.228915662650602,16.867469879518072
岩田康誠,中京,ダ,1400,ハイ/持続,36,1,6,7.777777777777778,0.5056472462722463,2.7777777777777777,16.666666666666664
柴山雄一,中京,ダ,1400,ハイ/持続,31,1,5,8.387096774193548,0.604274757500564,3.225806451612903,16.129032258064516
藤岡康太,中京,ダ,1400,ハイ/持続,71,4,11,8.04225352112676,0.5214299393876859,5.633802816901409,15.492957746478872
小崎綾也,中京,ダ,1400,ハイ/持続,39,1,6,8.64102564102564,0.5142751479289941,2.564102564102564,15.384615384615385
藤懸貴志,中京,ダ,1400,ハイ/持続,26,2,4,8.884615384615385,0.4989821076359538,7.6923076923076925,15.384615384615385
秋山稔樹,中京,ダ,1400,ハイ/持続,20,1,3,8.8,0.4733685064935065,5.0,15.0
菱田裕二,中京,ダ,1400,ハイ/持続,54,1,8,7.62962962962963,0.5105484792984792,1.8518518518518516,14.814814814814813
西村淳也,中京,ダ,1400,ハイ/持続,69,3,10,7.927536231884058,0.453678869439739,4.3478260869565215,14.492753623188406
角田大和,中京,ダ,1400,ハイ/持続,28,0,4,8.75,0.6035828754578755,0.0,14.285714285714285
浜中俊,中京,ダ,1400,ハイ/持続,36,2,5,8.0,0.43010276760276756,5.555555555555555,13.88888888888889
高倉稜,中京,ダ,1400,ハイ/持続,36,1,5,8.472222222222221,0.578196225071225,2.7777777777777777,13.88888888888889
松田大作,中京,ダ,1400,ハイ/持続,29,1,4,10.586206896551724,0.5323560060629027,3.4482758620689653,13.793103448275861
古川吉洋,中京,ダ,1400,ハイ/持続,30,1,4,8.233333333333333,0.44570637695637694,3.3333333333333335,13.333333333333334
秋山真一,中京,ダ,1400,ハイ/持続,38,1,5,7.7894736842105265,0.5600944012128223,2.631578947368421,13.157894736842104
亀田温心,中京,ダ,1400,ハイ/持続,42,2,5,9.80952380952381,0.518421459492888,4.761904761904762,11.904761904761903
国分優作,中京,ダ,1400,ハイ/持続,34,3,4,8.441176470588236,0.4473308554190907,8.823529411764707,11.76470588235294
酒井学,中京,ダ,1400,ハイ/持続,53,3,6,9.49056603773585,0.5178162246558473,5.660377358490567,11.320754716981133
川須栄彦,中京,ダ,1400,ハイ/持続,47,2,5,8.76595744680851,0.47847693087054793,4.25531914893617,10.638297872340425
富田暁,中京,ダ,1400,ハイ/持続,50,2,5,9.14,0.5079197191697191,4.0,10.0
藤田菜七,中京,ダ,1400,ハイ/持続,20,0,2,9.1,0.5447646103896104,0.0,10.0
角田大河,中京,ダ,1400,ハイ/持続,21,1,2,8.619047619047619,0.46314756671899526,4.761904761904762,9.523809523809524
松本大輝,中京,ダ,1400,ハイ/持続,22,0,2,10.136363636363637,0.520541958041958,0.0,9.090909090909092
中谷雄太,中京,ダ,1400,ハイ/持続,24,0,2,10.333333333333334,0.5036057692307693,0.0,8.333333333333332
川又賢治,中京,ダ,1400,ハイ/持続,26,0,2,9.576923076923077,0.5029920400112707,0.0,7.6923076923076925
国分恭介,中京,ダ,1400,ハイ/持続,40,0,3,9.25,0.6328571428571428,0.0,7.5
小沢大仁,中京,ダ,1400,ハイ/持続,43,1,3,11.046511627906977,0.4976765482579436,2.3255813953488373,6.976744186046512
川田将雅,中京,ダ,1800,やや速い,33,5,15,4.878787878787879,0.4029623154623154,15.151515151515152,45.45454545454545
武豊,中京,ダ,1800,やや速い,23,4,10,5.434782608695652,0.434460105112279,17.391304347826086,43.47826086956522
団野大成,中京,ダ,1800,やや速い,34,3,14,5.676470588235294,0.4204691142191142,8.823529411764707,41.17647058823529
坂井瑠星,中京,ダ,1800,やや速い,34,6,13,5.470588235294118,0.44379844012196956,17.647058823529413,38.23529411764706
吉田隼人,中京,ダ,1800,やや速い,32,6,10,6.8125,0.46625041625041624,18.75,31.25
鮫島克駿,中京,ダ,1800,やや速い,40,5,12,6.9,0.4117700008325008,12.5,30.0
斎藤新,中京,ダ,1800,やや速い,27,2,8,6.777777777777778,0.4874877180432736,7.4074074074074066,29.629629629629626
藤岡康太,中京,ダ,1800,やや速い,34,3,10,6.764705882352941,0.41698269051210224,8.823529411764707,29.411764705882355
松山弘平,中京,ダ,1800,やや速い,55,4,16,6.127272727272727,0.415040565495111,7.2727272727272725,29.09090909090909
小沢大仁,中京,ダ,1800,やや速い,28,2,8,6.142857142857143,0.5129643174286032,7.142857142857142,28.57142857142857
丸山元気,中京,ダ,1800,やや速い,22,2,6,7.318181818181818,0.4078262015762016,9.090909090909092,27.27272727272727
幸英明,中京,ダ,1800,やや速い,48,3,13,7.0625,0.4595336087523587,6.25,27.083333333333332
岩田康誠,中京,ダ,1800,やや速い,23,1,6,6.521739130434782,0.5013213236039323,4.3478260869565215,26.08695652173913
菱田裕二,中京,ダ,1800,やや速い,27,3,7,8.074074074074074,0.5874761041427708,11.11111111111111,25.925925925925924
川又賢治,中京,ダ,1800,やや速い,24,2,6,6.875,0.5494415306915307,8.333333333333332,25.0
岩田望来,中京,ダ,1800,やや速い,33,1,8,6.121212121212121,0.44670695466150007,3.0303030303030303,24.242424242424242
西村淳也,中京,ダ,1800,やや速い,35,4,8,7.514285714285714,0.4402693734836592,11.428571428571429,22.857142857142858
永島まな,中京,ダ,1800,やや速い,22,2,5,6.863636363636363,0.5224348883439792,9.090909090909092,22.727272727272727
松若風馬,中京,ダ,1800,やや速い,43,0,9,7.906976744186046,0.46640749431447104,0.0,20.930232558139537
中井裕二,中京,ダ,1800,やや速い,24,2,5,7.416666666666667,0.47338893745143745,8.333333333333332,20.833333333333336
和田竜二,中京,ダ,1800,やや速い,38,2,7,6.157894736842105,0.4074658528605897,5.263157894736842,18.421052631578945
富田暁,中京,ダ,1800,やや速い,25,2,4,8.16,0.48703624153624153,8.0,16.0
国分優作,中京,ダ,1800,やや速い,26,2,4,8.615384615384615,0.5937634480903712,7.6923076923076925,15.384615384615385
亀田温心,中京,ダ,1800,やや速い,25,0,3,7.56,0.5387630147630148,0.0,12.0
荻野極,中京,ダ,1800,やや速い,26,0,3,9.923076923076923,0.5274976092283784,0.0,11.538461538461538
酒井学,中京,ダ,1800,やや速い,30,2,3,7.533333333333333,0.5269191919191919,6.666666666666667,10.0
太宰啓介,中京,ダ,1800,やや速い,25,1,2,7.56,0.5612747252747252,4.0,8.0
和田竜二,中京,ダ,1800,ハイ/持続,22,1,9,6.636363636363637,0.37424728049728045,4.545454545454546,40.909090909090914
幸英明,中京,ダ,1800,ハイ/持続,27,4,5,7.592592592592593,0.5381670284448062,14.814814814814813,18.51851851851852
松山弘平,中京,ダ,1800,ハイ/持続,28,1,5,6.428571428571429,0.35348510616367756,3.571428571428571,17.857142857142858
富田暁,中京,ダ,1800,ハイ/持続,21,0,3,7.857142857142857,0.5344627594627595,0.0,14.285714285714285
川田将雅,中京,ダ,1800,標準〜やや上がり,23,3,13,4.608695652173913,0.3699545623458667,13.043478260869565,56.52173913043478
富田暁,中京,ダ,1800,標準〜やや上がり,20,2,10,5.65,0.3856934731934732,10.0,50.0
和田竜二,中京,ダ,1800,標準〜やや上がり,32,3,13,5.3125,0.3907643138111888,9.375,40.625
西村淳也,中京,ダ,1800,標準〜やや上がり,25,5,10,6.04,0.3358977688977689,20.0,40.0
鮫島克駿,中京,ダ,1800,標準〜やや上がり,40,3,13,6.05,0.44182484182484183,7.5,32.5
幸英明,中京,ダ,1800,標準〜やや上がり,44,4,14,6.886363636363637,0.42868813635859093,9.090909090909092,31.818181818181817
松山弘平,中京,ダ,1800,標準〜やや上がり,41,9,13,5.609756097560975,0.491183003987882,21.951219512195124,31.70731707317073
藤岡康太,中京,ダ,1800,標準〜やや上がり,26,3,8,6.846153846153846,0.48043366889520733,11.538461538461538,30.76923076923077
岩田望来,中京,ダ,1800,標準〜やや上がり,24,2,6,6.791666666666667,0.46497183372183376,8.333333333333332,25.0
斎藤新,中京,ダ,1800,標準〜やや上がり,23,0,5,7.130434782608695,0.347424918077092,0.0,21.73913043478261
松若風馬,中京,ダ,1800,標準〜やや上がり,29,4,6,6.931034482758621,0.5064072421831043,13.793103448275861,20.689655172413794
荻野極,中京,ダ,1800,標準〜やや上がり,20,2,4,8.55,0.4277838827838828,10.0,20.0
福永祐一,中京,ダ,1800,標準〜やや上がり,21,0,4,6.0476190476190474,0.4679334554334555,0.0,19.047619047619047
吉田隼人,中京,ダ,1800,標準〜やや上がり,22,1,4,8.272727272727273,0.496277207640844,4.545454545454546,18.181818181818183
菱田裕二,中京,ダ,1800,標準〜やや上がり,22,3,3,7.2727272727272725,0.5071424787333879,13.636363636363635,13.636363636363635
酒井学,中京,ダ,1800,標準〜やや上がり,20,1,1,9.9,0.4804166666666666,5.0,5.0
幸英明,中京,ダ,1900,やや速い,31,5,11,6.258064516129032,0.4555053369569499,16.129032258064516,35.483870967741936
松山弘平,中京,ダ,1900,やや速い,26,1,8,7.423076923076923,0.4452545851584313,3.8461538461538463,30.76923076923077
岩田望来,中京,ダ,1900,やや速い,21,3,6,7.9523809523809526,0.4573230341087484,14.285714285714285,28.57142857142857
和田竜二,中京,ダ,1900,やや速い,26,3,7,6.1923076923076925,0.4157709811555966,11.538461538461538,26.923076923076923
藤岡康太,中京,ダ,1900,やや速い,23,1,3,7.086956521739131,0.48787565091912916,4.3478260869565215,13.043478260869565
松若風馬,中京,ダ,1900,やや速い,20,1,2,7.45,0.505965354090354,5.0,10.0
鮫島克駿,中京,ダ,1900,やや速い,24,0,2,9.625,0.5326312576312576,0.0,8.333333333333332
幸英明,中京,芝,1200,やや速い,34,8,12,6.9411764705882355,0.39588488693159973,23.52941176470588,35.294117647058826
団野大成,中京,芝,1200,やや速い,23,3,7,7.173913043478261,0.4405026204258941,13.043478260869565,30.434782608695656
藤岡康太,中京,芝,1200,やや速い,33,3,10,6.96969696969697,0.5769027021700819,9.090909090909092,30.303030303030305
